kode,uraian,penjelasan,konteks,keywords,domain,activity,level,embedding_text
500.18,transmigrasi,urusan pemerintahan yang berkaitan dengan perencanaan penempatan pembinaan pengembangan kawasan serta pemberdayaan masyarakat transmigran untuk pemerataan pembangunan dan kesejahteraan,digunakan pada dokumen tentang program transmigrasi penempatan transmigran permukiman transmigrasi pembinaan warga transmigrasi pengembangan kawasan transmigrasi sarana prasarana permukiman pemberdayaan ekonomi transmigran serta pemerataan penduduk,"transmigrasi, urusan, pemerintahan, yang, berkaitan, dengan, perencanaan, penempatan, pembinaan, pengembangan",umum,umum,sekunder,500.18 transmigrasi urusan pemerintahan yang berkaitan dengan perencanaan penempatan pembinaan pengembangan kawasan serta pemberdayaan masyarakat transmigran untuk pemerataan pembangunan dan kesejahteraan digunakan pada dokumen tentang program transmigrasi penempatan transmigran permukiman transmigrasi pembinaan warga transmigrasi pengembangan kawasan transmigrasi sarana prasarana permukiman pemberdayaan ekonomi transmigran serta pemerataan penduduk transmigrasi urusan pemerintahan yang berkaitan dengan perencanaan penempatan pembinaan pengembangan umum umum
500.18.1,kebijakan di bidang transmigrasi yang dilakukan oleh pemerintah daerah,Klasifikasi terkait kebijakan di bidang transmigrasi yang dilakukan oleh pemerintah daerah.,Digunakan untuk dokumen mengenai kebijakan di bidang transmigrasi yang dilakukan oleh pemerintah daerah.,"kebijakan, bidang, transmigrasi, yang, dilakukan, oleh, pemerintah, daerah",umum,umum,tersier,500.18.1 kebijakan di bidang transmigrasi yang dilakukan oleh pemerintah daerah klasifikasi terkait kebijakan di bidang transmigrasi yang dilakukan oleh pemerintah daerah. digunakan untuk dokumen mengenai kebijakan di bidang transmigrasi yang dilakukan oleh pemerintah daerah. kebijakan bidang transmigrasi yang dilakukan oleh pemerintah daerah umum umum
500.18.2,penyediaan tanah transmigrasi,Klasifikasi terkait penyediaan tanah transmigrasi.,Digunakan untuk dokumen mengenai penyediaan tanah transmigrasi.,"penyediaan, tanah, transmigrasi",umum,umum,tersier,500.18.2 penyediaan tanah transmigrasi klasifikasi terkait penyediaan tanah transmigrasi. digunakan untuk dokumen mengenai penyediaan tanah transmigrasi. penyediaan tanah transmigrasi umum umum
500.18.2.1,fasilitasi pengadaan tanah,Klasifikasi terkait fasilitasi pengadaan tanah.,Digunakan untuk dokumen mengenai fasilitasi pengadaan tanah.,"fasilitasi, pengadaan, tanah",umum,umum,kuartier,500.18.2.1 fasilitasi pengadaan tanah klasifikasi terkait fasilitasi pengadaan tanah. digunakan untuk dokumen mengenai fasilitasi pengadaan tanah. fasilitasi pengadaan tanah umum umum
500.18.2.2,pengurusan legalitas tanah,Klasifikasi terkait pengurusan legalitas tanah.,Digunakan untuk dokumen mengenai pengurusan legalitas tanah.,"pengurusan, legalitas, tanah",umum,umum,kuartier,500.18.2.2 pengurusan legalitas tanah klasifikasi terkait pengurusan legalitas tanah. digunakan untuk dokumen mengenai pengurusan legalitas tanah. pengurusan legalitas tanah umum umum
500.18.2.3,dokumentasi pertanahan,Klasifikasi terkait dokumentasi pertanahan.,Digunakan untuk dokumen mengenai dokumentasi pertanahan.,"dokumentasi, pertanahan",umum,umum,kuartier,500.18.2.3 dokumentasi pertanahan klasifikasi terkait dokumentasi pertanahan. digunakan untuk dokumen mengenai dokumentasi pertanahan. dokumentasi pertanahan umum umum
500.18.2.4,advokasi pertanahan,Klasifikasi terkait advokasi pertanahan.,Digunakan untuk dokumen mengenai advokasi pertanahan.,"advokasi, pertanahan",umum,umum,kuartier,500.18.2.4 advokasi pertanahan klasifikasi terkait advokasi pertanahan. digunakan untuk dokumen mengenai advokasi pertanahan. advokasi pertanahan umum umum
500.18.3,pembangunan pemukiman dan infrastruktur kawasan transmigrasi,Klasifikasi terkait pembangunan pemukiman dan infrastruktur kawasan transmigrasi.,Digunakan untuk dokumen mengenai pembangunan pemukiman dan infrastruktur kawasan transmigrasi.,"pembangunan, pemukiman, dan, infrastruktur, kawasan, transmigrasi",umum,umum,tersier,500.18.3 pembangunan pemukiman dan infrastruktur kawasan transmigrasi klasifikasi terkait pembangunan pemukiman dan infrastruktur kawasan transmigrasi. digunakan untuk dokumen mengenai pembangunan pemukiman dan infrastruktur kawasan transmigrasi. pembangunan pemukiman dan infrastruktur kawasan transmigrasi umum umum
500.18.3.1,penyiapan lahan,Klasifikasi terkait penyiapan lahan.,Digunakan untuk dokumen mengenai penyiapan lahan.,"penyiapan, lahan",umum,umum,kuartier,500.18.3.1 penyiapan lahan klasifikasi terkait penyiapan lahan. digunakan untuk dokumen mengenai penyiapan lahan. penyiapan lahan umum umum
500.18.3.2,penyiapan sarana,Klasifikasi terkait penyiapan sarana.,Digunakan untuk dokumen mengenai penyiapan sarana.,"penyiapan, sarana",umum,umum,kuartier,500.18.3.2 penyiapan sarana klasifikasi terkait penyiapan sarana. digunakan untuk dokumen mengenai penyiapan sarana. penyiapan sarana umum umum
500.18.3.3,penyiapan prasarana,Klasifikasi terkait penyiapan prasarana.,Digunakan untuk dokumen mengenai penyiapan prasarana.,"penyiapan, prasarana",umum,umum,kuartier,500.18.3.3 penyiapan prasarana klasifikasi terkait penyiapan prasarana. digunakan untuk dokumen mengenai penyiapan prasarana. penyiapan prasarana umum umum
500.18.3.4,evaluasi kelayakan permukiman,Klasifikasi terkait evaluasi kelayakan permukiman.,Digunakan untuk dokumen mengenai evaluasi kelayakan permukiman.,"evaluasi, kelayakan, permukiman",umum,umum,kuartier,500.18.3.4 evaluasi kelayakan permukiman klasifikasi terkait evaluasi kelayakan permukiman. digunakan untuk dokumen mengenai evaluasi kelayakan permukiman. evaluasi kelayakan permukiman umum umum
500.18.4,fasilitasi penempatan transmigrasi,Klasifikasi terkait fasilitasi penempatan transmigrasi.,Digunakan untuk dokumen mengenai fasilitasi penempatan transmigrasi.,"fasilitasi, penempatan, transmigrasi",umum,umum,tersier,500.18.4 fasilitasi penempatan transmigrasi klasifikasi terkait fasilitasi penempatan transmigrasi. digunakan untuk dokumen mengenai fasilitasi penempatan transmigrasi. fasilitasi penempatan transmigrasi umum umum
500.18.4.1,penyiapan calon transmigrasi,Klasifikasi terkait penyiapan calon transmigrasi.,Digunakan untuk dokumen mengenai penyiapan calon transmigrasi.,"penyiapan, calon, transmigrasi",umum,umum,kuartier,500.18.4.1 penyiapan calon transmigrasi klasifikasi terkait penyiapan calon transmigrasi. digunakan untuk dokumen mengenai penyiapan calon transmigrasi. penyiapan calon transmigrasi umum umum
500.18.4.2,penyiapan perpindahan,Klasifikasi terkait penyiapan perpindahan.,Digunakan untuk dokumen mengenai penyiapan perpindahan.,"penyiapan, perpindahan",umum,umum,kuartier,500.18.4.2 penyiapan perpindahan klasifikasi terkait penyiapan perpindahan. digunakan untuk dokumen mengenai penyiapan perpindahan. penyiapan perpindahan umum umum
500.18.4.3,pelaksanaan perpindahan,Klasifikasi terkait pelaksanaan perpindahan.,Digunakan untuk dokumen mengenai pelaksanaan perpindahan.,"pelaksanaan, perpindahan",umum,umum,kuartier,500.18.4.3 pelaksanaan perpindahan klasifikasi terkait pelaksanaan perpindahan. digunakan untuk dokumen mengenai pelaksanaan perpindahan. pelaksanaan perpindahan umum umum
500.18.4.4,penataan dan adaptasi,Klasifikasi terkait penataan dan adaptasi.,Digunakan untuk dokumen mengenai penataan dan adaptasi.,"penataan, dan, adaptasi",umum,umum,kuartier,500.18.4.4 penataan dan adaptasi klasifikasi terkait penataan dan adaptasi. digunakan untuk dokumen mengenai penataan dan adaptasi. penataan dan adaptasi umum umum
500.18.5,partisipasi masyarakat,Klasifikasi terkait partisipasi masyarakat.,Digunakan untuk dokumen mengenai partisipasi masyarakat.,"partisipasi, masyarakat",umum,umum,tersier,500.18.5 partisipasi masyarakat klasifikasi terkait partisipasi masyarakat. digunakan untuk dokumen mengenai partisipasi masyarakat. partisipasi masyarakat umum umum
500.18.5.1,promosi dan motivasi,Klasifikasi terkait promosi dan motivasi.,Digunakan untuk dokumen mengenai promosi dan motivasi.,"promosi, dan, motivasi",umum,umum,kuartier,500.18.5.1 promosi dan motivasi klasifikasi terkait promosi dan motivasi. digunakan untuk dokumen mengenai promosi dan motivasi. promosi dan motivasi umum umum
500.18.5.2,kerjasama kelembagaan,Klasifikasi terkait kerjasama kelembagaan.,Digunakan untuk dokumen mengenai kerjasama kelembagaan.,"kerjasama, kelembagaan",umum,umum,kuartier,500.18.5.2 kerjasama kelembagaan klasifikasi terkait kerjasama kelembagaan. digunakan untuk dokumen mengenai kerjasama kelembagaan. kerjasama kelembagaan umum umum
500.18.5.3,kerjasama antar daerah,Klasifikasi terkait kerjasama antar daerah.,Digunakan untuk dokumen mengenai kerjasama antar daerah.,"kerjasama, antar, daerah",umum,umum,kuartier,500.18.5.3 kerjasama antar daerah klasifikasi terkait kerjasama antar daerah. digunakan untuk dokumen mengenai kerjasama antar daerah. kerjasama antar daerah umum umum
500.18.5.4,kerjasama antar daerah,Klasifikasi terkait kerjasama antar daerah.,Digunakan untuk dokumen mengenai kerjasama antar daerah.,"kerjasama, antar, daerah",umum,umum,kuartier,500.18.5.4 kerjasama antar daerah klasifikasi terkait kerjasama antar daerah. digunakan untuk dokumen mengenai kerjasama antar daerah. kerjasama antar daerah umum umum
500.18.6,pembinaan pengembangan masyarakat dan kawasan transmigrasi,Klasifikasi terkait pembinaan pengembangan masyarakat dan kawasan transmigrasi.,Digunakan untuk dokumen mengenai pembinaan pengembangan masyarakat dan kawasan transmigrasi.,"pembinaan, pengembangan, masyarakat, dan, kawasan, transmigrasi",umum,umum,tersier,500.18.6 pembinaan pengembangan masyarakat dan kawasan transmigrasi klasifikasi terkait pembinaan pengembangan masyarakat dan kawasan transmigrasi. digunakan untuk dokumen mengenai pembinaan pengembangan masyarakat dan kawasan transmigrasi. pembinaan pengembangan masyarakat dan kawasan transmigrasi umum umum
500.18.6.1,perencanaan teknis pengembangan masyarakat dan kawasan,Klasifikasi terkait perencanaan teknis pengembangan masyarakat dan kawasan.,Digunakan untuk dokumen mengenai perencanaan teknis pengembangan masyarakat dan kawasan.,"perencanaan, teknis, pengembangan, masyarakat, dan, kawasan",umum,umum,kuartier,500.18.6.1 perencanaan teknis pengembangan masyarakat dan kawasan klasifikasi terkait perencanaan teknis pengembangan masyarakat dan kawasan. digunakan untuk dokumen mengenai perencanaan teknis pengembangan masyarakat dan kawasan. perencanaan teknis pengembangan masyarakat dan kawasan umum umum
500.18.6.2,bina sistem informasi,Klasifikasi terkait bina sistem informasi.,Digunakan untuk dokumen mengenai bina sistem informasi.,"bina, sistem, informasi",umum,umum,kuartier,500.18.6.2 bina sistem informasi klasifikasi terkait bina sistem informasi. digunakan untuk dokumen mengenai bina sistem informasi. bina sistem informasi umum umum
500.18.6.3,perencanaan pengembangan kawasan,Klasifikasi terkait perencanaan pengembangan kawasan.,Digunakan untuk dokumen mengenai perencanaan pengembangan kawasan.,"perencanaan, pengembangan, kawasan",umum,umum,kuartier,500.18.6.3 perencanaan pengembangan kawasan klasifikasi terkait perencanaan pengembangan kawasan. digunakan untuk dokumen mengenai perencanaan pengembangan kawasan. perencanaan pengembangan kawasan umum umum
500.18.6.4,perencanaan pengembangan masyarakat,Klasifikasi terkait perencanaan pengembangan masyarakat.,Digunakan untuk dokumen mengenai perencanaan pengembangan masyarakat.,"perencanaan, pengembangan, masyarakat",umum,umum,kuartier,500.18.6.4 perencanaan pengembangan masyarakat klasifikasi terkait perencanaan pengembangan masyarakat. digunakan untuk dokumen mengenai perencanaan pengembangan masyarakat. perencanaan pengembangan masyarakat umum umum
500.18.6.5,perencanaan pengembangan pusat pertumbuhan,Klasifikasi terkait perencanaan pengembangan pusat pertumbuhan.,Digunakan untuk dokumen mengenai perencanaan pengembangan pusat pertumbuhan.,"perencanaan, pengembangan, pusat, pertumbuhan",umum,umum,kuartier,500.18.6.5 perencanaan pengembangan pusat pertumbuhan klasifikasi terkait perencanaan pengembangan pusat pertumbuhan. digunakan untuk dokumen mengenai perencanaan pengembangan pusat pertumbuhan. perencanaan pengembangan pusat pertumbuhan umum umum
500.18.7,peningkatan kapasitas sumber daya manusia dan masyarakat,Klasifikasi terkait peningkatan kapasitas sumber daya manusia dan masyarakat.,Digunakan untuk dokumen mengenai peningkatan kapasitas sumber daya manusia dan masyarakat.,"peningkatan, kapasitas, sumber, daya, manusia, dan, masyarakat",umum,umum,tersier,500.18.7 peningkatan kapasitas sumber daya manusia dan masyarakat klasifikasi terkait peningkatan kapasitas sumber daya manusia dan masyarakat. digunakan untuk dokumen mengenai peningkatan kapasitas sumber daya manusia dan masyarakat. peningkatan kapasitas sumber daya manusia dan masyarakat umum umum
500.18.7.1,bantuan pangan dan kesehatan,Klasifikasi terkait bantuan pangan dan kesehatan.,Digunakan untuk dokumen mengenai bantuan pangan dan kesehatan.,"bantuan, pangan, dan, kesehatan",umum,umum,kuartier,500.18.7.1 bantuan pangan dan kesehatan klasifikasi terkait bantuan pangan dan kesehatan. digunakan untuk dokumen mengenai bantuan pangan dan kesehatan. bantuan pangan dan kesehatan umum umum
500.18.7.2,fasilitas sosial budaya,Klasifikasi terkait fasilitas sosial budaya.,Digunakan untuk dokumen mengenai fasilitas sosial budaya.,"fasilitas, sosial, budaya",umum,umum,kuartier,500.18.7.2 fasilitas sosial budaya klasifikasi terkait fasilitas sosial budaya. digunakan untuk dokumen mengenai fasilitas sosial budaya. fasilitas sosial budaya umum umum
500.18.7.3,pengembangan kelembagaan,Klasifikasi terkait pengembangan kelembagaan.,Digunakan untuk dokumen mengenai pengembangan kelembagaan.,"pengembangan, kelembagaan",umum,umum,kuartier,500.18.7.3 pengembangan kelembagaan klasifikasi terkait pengembangan kelembagaan. digunakan untuk dokumen mengenai pengembangan kelembagaan. pengembangan kelembagaan umum umum
500.18.7.4,bina pendampingan masyarakat transmigrasi,Klasifikasi terkait bina pendampingan masyarakat transmigrasi.,Digunakan untuk dokumen mengenai bina pendampingan masyarakat transmigrasi.,"bina, pendampingan, masyarakat, transmigrasi",umum,umum,kuartier,500.18.7.4 bina pendampingan masyarakat transmigrasi klasifikasi terkait bina pendampingan masyarakat transmigrasi. digunakan untuk dokumen mengenai bina pendampingan masyarakat transmigrasi. bina pendampingan masyarakat transmigrasi umum umum
500.18.8,pengembangan usaha,Klasifikasi terkait pengembangan usaha.,Digunakan untuk dokumen mengenai pengembangan usaha.,"pengembangan, usaha",umum,umum,tersier,500.18.8 pengembangan usaha klasifikasi terkait pengembangan usaha. digunakan untuk dokumen mengenai pengembangan usaha. pengembangan usaha umum umum
500.18.8.1,kewirausahaan,Klasifikasi terkait kewirausahaan.,Digunakan untuk dokumen mengenai kewirausahaan.,kewirausahaan,umum,umum,kuartier,500.18.8.1 kewirausahaan klasifikasi terkait kewirausahaan. digunakan untuk dokumen mengenai kewirausahaan. kewirausahaan umum umum
500.18.8.2,produksi,Klasifikasi terkait produksi.,Digunakan untuk dokumen mengenai produksi.,produksi,umum,umum,kuartier,500.18.8.2 produksi klasifikasi terkait produksi. digunakan untuk dokumen mengenai produksi. produksi umum umum
500.18.8.3,pengolahan hasil dan pemasaran,Klasifikasi terkait pengolahan hasil dan pemasaran.,Digunakan untuk dokumen mengenai pengolahan hasil dan pemasaran.,"pengolahan, hasil, dan, pemasaran",umum,umum,kuartier,500.18.8.3 pengolahan hasil dan pemasaran klasifikasi terkait pengolahan hasil dan pemasaran. digunakan untuk dokumen mengenai pengolahan hasil dan pemasaran. pengolahan hasil dan pemasaran umum umum
500.18.8.4,lembaga ekonomi dan permodalan,Klasifikasi terkait lembaga ekonomi dan permodalan.,Digunakan untuk dokumen mengenai lembaga ekonomi dan permodalan.,"lembaga, ekonomi, dan, permodalan",umum,umum,kuartier,500.18.8.4 lembaga ekonomi dan permodalan klasifikasi terkait lembaga ekonomi dan permodalan. digunakan untuk dokumen mengenai lembaga ekonomi dan permodalan. lembaga ekonomi dan permodalan umum umum
500.18.9,pengembangan sarana dan prasarana kawasan,Klasifikasi terkait pengembangan sarana dan prasarana kawasan.,Digunakan untuk dokumen mengenai pengembangan sarana dan prasarana kawasan.,"pengembangan, sarana, dan, prasarana, kawasan",umum,umum,tersier,500.18.9 pengembangan sarana dan prasarana kawasan klasifikasi terkait pengembangan sarana dan prasarana kawasan. digunakan untuk dokumen mengenai pengembangan sarana dan prasarana kawasan. pengembangan sarana dan prasarana kawasan umum umum
